fold,epoch,train_loss_median,val_loss_median,train_loss_mean,val_loss_mean,train_loss_std,val_loss_std
0,0,76.97135,69.96849,79.44045330882352,74.67150676470588,22.435814781913166,26.99155179356811
0,1,72.19066000000001,69.164905,72.30604227941177,71.87074024509805,19.875399213109468,20.75591642868709
0,2,71.38413,72.281885,71.98571757352941,73.71456399509805,19.24085525406129,19.760433434248977
0,3,68.836765,67.16784,70.13227047794118,68.54430928921569,18.628547285858836,19.154029023594557
0,4,69.32442499999999,70.923405,70.50551850490196,72.39032272058823,19.15742387440222,19.41962620629324
0,5,74.601325,97.547045,78.94633661764706,98.00815664215688,24.997737774510952,22.905613722828132
0,6,72.16254,75.27665,73.74505803921568,74.36735857843138,19.694909158328556,15.581816193096524
0,7,69.680565,71.96009000000001,70.39567209558824,73.44185200980392,17.32719448886519,19.52631164354288
0,8,68.85505,67.09613999999999,69.56962939950981,68.61668615196079,17.508004018851796,17.635605600421282
0,9,68.496465,67.913585,69.03717692401962,70.23269139705882,17.42449359162392,17.73689458873301
1,0,82.46191999999999,76.227435,83.97028801470587,78.2713425,21.93022116524707,20.12549951519929
1,1,75.860795,71.71461,77.21773294117646,73.289295,21.544083862016194,18.271075772467185
1,2,73.69882000000001,75.824615,76.85559865196079,79.53051852941176,24.162908725575903,22.964385272634686
1,3,73.66275,69.78509,75.92128779411765,71.85996193627452,21.112216266143594,19.37137678212754
1,4,70.79445000000001,72.03448,72.54951604166666,75.96838843137255,19.60508260224104,24.231206539877995
1,5,70.109335,67.638825,71.75822511029412,69.89393634803922,19.857271270197277,19.542590231206237
1,6,72.035895,83.669445,75.5403188480392,84.67641419117646,21.928502973334464,20.254425415996767
1,7,81.346295,72.987945,81.93163841911765,74.63547948529411,19.79851801810052,16.986304316270708
1,8,70.62075999999999,66.961885,72.31442051470589,70.04758487745097,19.54511255016999,19.74525301253797
1,9,69.019185,66.81267,70.83791805147058,69.08117335784314,18.338179274480932,18.170266990385418
2,0,107.844495,103.713975,106.37404463235293,102.3418400245098,24.73192978844335,23.467622137951636
2,1,99.85949,96.4303,99.02260327205883,96.04057593137254,22.71715785235795,21.815344145026113
2,2,93.61858000000001,91.24738500000001,93.73429463235294,91.71352629901959,20.966087635903424,20.08622775383808
2,3,89.45119500000001,87.71577500000001,90.22644727941177,88.96361210784315,19.22189433820269,18.460507948093653
2,4,87.15702,86.6628,88.14159965686275,87.49609598039217,17.796547252988482,17.164871888708205
2,5,85.944945,85.502745,87.09383026960784,86.79734110294117,16.654637485868207,16.188654594038365
2,6,85.24665999999999,84.99472,86.65576536764706,86.55218389705882,15.852614005166593,15.574211075778722
2,7,84.98968500000001,84.885525,86.51009567401961,86.48614492647059,15.382724325040309,15.191649774101844
2,8,84.894565,84.941845,86.4784900122549,86.48223774509805,15.105183868148215,14.970732513005816
2,9,85.04536,85.008005,86.49645969362744,86.48675857843136,14.873495691757583,14.899979496861812
3,0,82.32058,76.378855,85.13275965686275,75.68934492647058,23.75055890062312,16.28811503569298
3,1,73.053005,70.592725,73.94723284313726,72.52577517156863,19.27382073088976,20.366071339239213
3,2,71.75764000000001,71.53566000000001,73.05179226715687,71.42805406862745,19.550502533259525,19.060701313058665
3,3,71.84331499999999,68.83758,72.45435259803922,69.97454230392157,19.506216303350413,18.70169313408223
3,4,71.37519499999999,69.36929,73.57297264705883,71.85473333333334,20.232239176278288,19.54164029058131
3,5,70.946245,68.83364499999999,73.5351300367647,71.26021191176471,19.47296194997906,18.024020388501707
3,6,70.31692,68.017425,71.72225224264704,69.59666507352941,19.090322132128072,19.116520786301173
3,7,71.421075,67.47019,73.08683196078432,68.99052411764707,20.33801592997523,18.712231528705264
3,8,69.95377500000001,70.39316500000001,70.92530052696078,70.6614894117647,18.945981966466345,17.69940779949311
3,9,70.63997499999999,68.928275,71.7557825612745,71.2647199754902,19.793881370035635,18.603482122305582
4,0,78.83226,77.54430500000001,80.21341051470588,78.57261894607844,21.55576435192521,19.756998442966356
4,1,71.939455,73.204235,72.72578197303922,72.06046102941177,19.31217575344322,17.018384709030013
4,2,71.24913,70.01773,72.48650236519607,70.47268333333334,19.73305778103975,18.697410288511534
4,3,70.03472500000001,68.65861000000001,71.373406875,69.77112049019608,19.083409053198512,18.958939854114384
4,4,70.862155,68.42855,71.90837094362745,69.8665125245098,19.2924398550592,19.29233960219271
4,5,70.72414,72.03251499999999,72.45458333333333,73.90389666666667,20.011761924819503,19.33253944871423
4,6,70.11589000000001,69.40731500000001,70.76073308823528,69.28260450980393,18.42427710064551,17.579753386154692
4,7,77.811655,77.33134000000001,79.65606649509803,78.53821166666667,24.671272537179902,19.749132463501347
4,8,76.613535,74.179955,77.93855425245097,75.49397125,19.030298021734616,18.406148343268896
4,9,73.815295,72.75577,74.67457816176471,74.06862411764705,17.95115008193074,17.89026322916488
