fold,epoch,train_loss_median,val_loss_median,train_loss_mean,val_loss_mean,train_loss_std,val_loss_std
0,0,94.29971499999999,83.40191,93.16366423076923,87.85476538461538,12.654859890498187,8.439716939712097
0,1,83.770175,75.39625,84.36757884615385,79.24449423076922,9.662571073944724,11.024877610905072
0,2,73.93259499999999,74.98585,78.71108692307692,77.33755153846154,9.877566565286003,9.569436256420426
0,3,75.953315,73.95907,77.71620384615385,76.06397846153845,9.936476839530382,9.94414297467095
0,4,81.478575,82.51745500000001,81.55481634615386,81.61876384615383,13.432963751996862,8.85521574511493
0,5,76.178495,77.50188,77.51145846153847,79.6787975,10.55987287185358,11.831302050047135
0,6,78.84074,70.7505,77.08171942307693,72.98227211538462,11.479411410527948,9.786198535724123
0,7,74.48331999999999,73.20299,74.04638942307692,74.15445134615385,9.415834614697328,9.595425971661832
0,8,73.85513,71.26480000000001,72.39545596153847,72.81762673076922,10.269174110142087,9.165579329948526
0,9,69.99403000000001,72.04328,71.182645,71.36241173076924,9.169183009130577,8.730619459826592
1,0,107.881905,110.92781500000001,109.13159576923077,109.86491865384616,8.516673496619697,5.346872147076711
1,1,99.0858,74.62642,95.99892038461537,81.64827865384615,14.162584666998733,9.483674696755722
1,2,75.212275,72.24045,78.83621634615385,76.0802773076923,9.282224508573865,8.887222050910447
1,3,72.15940499999999,73.90009,76.3085998076923,75.35864615384615,9.179713540607121,9.61506620233462
1,4,76.270355,70.54266,78.42313230769231,74.8818726923077,10.401790726235854,9.255435520535428
1,5,70.266415,70.404705,74.5552321153846,74.35501250000002,9.390218076747235,9.167867364264476
1,6,72.56153499999999,67.304925,75.09721788461539,72.5098878846154,8.694118045139955,9.11925465968433
1,7,69.459975,67.99893,72.35798576923077,70.93881711538461,8.869594831757741,9.183908347846446
1,8,74.277695,75.33609999999999,73.8591026923077,76.56314173076923,9.619088697174192,8.684553359634634
1,9,69.36836,69.34846999999999,71.95358961538462,72.33463096153847,9.47907963798234,8.533784858425106
2,0,92.82956999999999,73.03911500000001,91.74810826923077,79.58302865384616,15.343666989343832,9.418465923027737
2,1,73.2228,71.94272,78.71692769230769,77.83046423076922,9.903908674479837,9.30219152812955
2,2,73.110225,74.13284,77.863875,77.64609461538461,9.049332355458287,9.023351715745964
2,3,74.08317,70.88843,78.19465057692308,78.36561923076921,8.911113263959399,11.296130982862918
2,4,70.60262,80.04395500000001,77.29653980769231,79.7038696153846,10.314425782522243,9.23299117595596
2,5,73.810795,73.64278,76.93443076923077,75.61686653846155,9.637182027242165,9.246173474701447
2,6,72.18516500000001,74.756545,75.57530442307691,76.3797025,9.161234174625417,9.335003985447807
2,7,74.987325,77.373775,77.1328401923077,77.28083903846154,10.581251193994479,8.888131701736885
2,8,73.70063,70.14521500000001,75.31733,73.14191,10.286758305339964,9.778579609756726
2,9,69.3265,68.0319,74.03828423076924,72.53801903846154,10.12087858038565,9.696763492013964
3,0,82.259925,73.60801,87.98729653846156,80.16643096153847,13.62743469349717,10.105516000207372
3,1,82.105255,72.30261,82.09233499999999,78.89673961538462,10.059261170803767,10.105083414599756
3,2,75.18759,70.23833,78.73195807692309,77.59550115384616,9.21503749448235,9.817984547672754
3,3,75.759445,70.711075,80.28651653846154,77.7127475,10.556094620213825,9.715279645730318
3,4,74.7334,71.691865,77.84313980769231,75.62928076923077,9.371385270760605,9.566456285964245
3,5,79.775385,70.387745,79.87596807692307,76.69674038461538,10.716458895498091,9.523978534836115
3,6,70.11323999999999,72.16136,74.95424346153847,75.07206346153846,10.338668556553909,11.013455742145585
3,7,73.53567000000001,68.79164499999999,75.59887192307691,74.02490846153846,12.115164875226712,9.430443894532255
3,8,68.008365,74.94489,73.19183865384616,75.20662557692309,10.376614949915401,10.382338310337678
3,9,73.071335,69.29894999999999,73.73431384615385,72.30999346153847,10.226383442728903,10.156874018592015
4,0,83.98531,134.44267,85.46578999999998,128.58406384615384,12.434294705368448,28.03255654226845
4,1,103.25171,71.23725,98.3760721153846,78.61908923076923,15.024514509682723,11.200344568607948
4,2,73.53382500000001,70.72066,78.82178865384616,76.20718307692307,10.596635447029515,10.143780527221052
4,3,70.92558,68.85732999999999,77.15795423076923,75.09790557692305,10.2728320333709,9.877987397348052
4,4,69.10566,68.91271499999999,74.9163201923077,74.11966076923078,10.252181434906818,10.25825178296006
4,5,72.398445,68.058445,75.74114403846153,73.31612846153847,9.774003745332715,10.392531231819502
4,6,72.546055,71.99366,75.2779576923077,73.6450925,11.268554450413637,9.68867174236646
4,7,70.1756,69.84169,73.94432192307691,72.26600711538462,10.281422739785063,9.614143287480836
4,8,66.90126000000001,70.533535,71.15022538461538,74.2137471153846,10.76151818983403,10.488289307309026
4,9,70.462535,68.625315,72.43126942307691,71.57292692307693,10.59056135876412,9.861429120583802
