fold,epoch,train_loss_median,val_loss_median,train_loss_mean,val_loss_mean,train_loss_std,val_loss_std
0,0,84.346945,68.371235,85.33011910539216,70.06951049019608,20.984363426906317,17.967020637585772
0,1,69.48805999999999,65.45214,71.2633857230392,67.82757014705882,18.888933347425382,18.52814594930658
0,2,66.51315,64.1178,68.57291264705883,66.56626980392157,18.150621735994378,17.294504711345805
0,3,65.667855,63.29531,67.44757457107843,65.9296655882353,17.385022356842576,16.898719999613228
0,4,64.48404500000001,62.306065000000004,66.58513704656863,65.1571743382353,17.168539195157162,16.79489688502528
0,5,65.20617,69.555395,66.91075458333333,71.75328335784313,16.92461686428369,18.245635492452852
0,6,64.07449,62.815425000000005,66.29113285539215,65.1566037745098,16.551636152237005,16.359875515401555
0,7,63.838449999999995,62.16038,65.86446790441175,65.00877063725491,16.746336503156375,16.722733493254864
0,8,63.81533,67.610805,66.12060667892156,69.91357801470589,16.563277353552355,18.051285654757493
0,9,63.091215,70.66004,65.61945721813726,72.27986848039215,16.68987760679481,18.468097022752058
1,0,80.05355,67.81678500000001,81.41151167892158,70.14763975490196,21.44095645463992,19.11470966084057
1,1,68.09374500000001,65.244115,69.93606019607843,67.69377950980392,18.98838360359629,17.53733811514066
1,2,64.879425,64.51565500000001,67.64493025735294,66.94909348039215,17.74223351683055,17.613106377032096
1,3,65.56675,65.177155,67.7067112009804,67.59295031862744,17.69463912231793,17.832219078804183
1,4,64.484465,63.239435,66.95112332107844,65.75307600490196,17.127764611716277,16.56694096704815
1,5,64.74828500000001,65.56615500000001,66.81268542892157,68.00849649509803,16.898010443112934,18.117051721251414
1,6,64.40849499999999,65.42110500000001,66.63750491421568,67.12636737745098,17.055820422820144,15.59421284333845
1,7,63.98981,68.07957999999999,66.50467700980391,69.05505615196078,16.973813508506932,15.211591805842579
1,8,63.550105,65.01309499999999,66.05165765931372,67.94140830882353,16.901349232723923,18.242333636819097
1,9,64.69707,63.582004999999995,66.83178738970588,66.04922333333333,16.805472925720636,17.857487884076225
2,0,84.032025,79.12403,84.50086620098038,78.69668159313726,18.640446654161583,15.357306624504178
2,1,78.453555,73.08281,78.83671909313726,75.03605269607843,17.592652151714727,17.189339236333204
2,2,75.67878999999999,78.43202500000001,76.36518454656861,78.74425573529412,17.369355237313627,18.644813747129138
2,3,69.783955,71.411655,70.34937797794119,70.31666742647059,15.209534492574694,13.16647753853414
2,4,69.08276000000001,65.115625,69.41508892156862,66.55933960784314,15.76571544937294,16.442678719504954
2,5,66.816375,67.27281500000001,67.78597094362745,67.40133392156862,16.182969329685637,14.238438317220774
2,6,68.03173000000001,68.238475,68.89615269607843,68.67848759803921,16.454740739497577,14.549472894540147
2,7,66.761325,64.62214,67.61442204656863,65.3826112254902,15.922704981151378,14.785175233694936
2,8,65.82186,67.75231,66.79318140931373,68.10566017156863,15.700286114130327,14.843591063445867
2,9,65.855165,64.84104500000001,66.82041524509805,66.41381973039216,15.763111620839842,16.48448645137647
3,0,82.13228000000001,79.956115,83.52731171568627,79.91916414215686,18.956482913766912,19.17971289837936
3,1,77.66725,73.536345,78.45672241421569,75.08804100490195,18.181314168574517,18.587844334482263
3,2,77.829965,84.083335,78.63669524509804,84.17831823529413,18.82271398028835,18.97816291717652
3,3,84.49365499999999,84.28869499999999,84.29627904411765,83.47091350490196,19.227710628304113,18.665352446444768
3,4,84.101125,83.381135,83.77418459558824,83.4910088480392,18.96898302876586,19.493592863461384
3,5,84.178335,83.63311999999999,83.50559501225489,83.21690512254902,19.01202371017657,19.367421417914976
3,6,83.47157,75.298115,82.56954832107844,76.23204098039216,19.096442093676735,16.061732139508724
3,7,70.590275,67.880615,72.37719965686274,69.67867850490195,16.703645426772418,16.594923252969004
3,8,68.25988,66.85752,70.12955912990196,68.80160240196078,17.049833872509467,17.810283117901633
3,9,66.651265,64.24037,68.79693393382352,66.7312688480392,17.308920888042405,18.131636516224997
4,0,83.826075,79.417855,84.76057774509803,80.81205272058824,19.415502144022984,19.04456129021685
4,1,76.80402,67.96659,78.19363917892156,70.14142455882353,19.652904464240393,18.036871732688056
4,2,69.131155,69.611685,71.22450741421568,71.36922411764706,18.15725685749684,14.005029966095766
4,3,68.713345,66.20262500000001,70.23376074754901,68.50449848039214,17.634495838793068,19.328400975750917
4,4,67.395465,64.477835,69.1988681372549,66.47272821078431,17.82636041884476,16.773781241178444
4,5,66.006655,64.14349,68.05582240196078,66.6920155882353,18.313107931339783,15.999798678916937
4,6,66.07786999999999,67.316825,68.81516908088236,68.5805617892157,17.77811579658507,15.780990909199904
4,7,64.70726,64.69928999999999,67.11371964460784,67.3455937254902,17.347961656720287,18.16522542605961
4,8,65.2835,64.23604,67.2069918995098,66.49851348039215,17.332343309440144,17.946705503492524
4,9,65.346045,68.823835,66.79711485294118,70.80072919117647,17.161153182540577,19.162060440298035
