fold,epoch,train_loss_median,val_loss_median,train_loss_mean,val_loss_mean,train_loss_std,val_loss_std
0,0,72.50086,67.670305,74.88018216041667,70.19381872916667,19.94765349652825,19.004268179207333
0,1,69.40402,66.88956999999999,71.67255097500001,69.1187728375,18.97489643077493,17.950388453068122
0,2,68.31272,66.31110000000001,70.91292028125,68.856534775,19.096856745821764,17.854688628460536
0,3,68.152475,66.108385,70.49726698333332,68.45140049999999,18.767801124690266,17.57272422362946
0,4,68.19932,65.37163,70.20432343958333,67.59939631666667,18.460863107078357,17.819644257687983
0,5,67.72856999999999,65.870205,69.98825406666666,68.24583267083334,18.59558916585488,18.557190873375415
0,6,68.09734,66.734915,70.08828715416666,68.87058949166666,18.49944842772133,17.382615395407772
0,7,67.381385,66.89809,69.69583859791666,68.89075955416666,18.515963518964696,17.90379134627899
0,8,68.343275,67.60161500000001,70.2297163375,69.93183082916667,18.306944222121345,19.120347549966418
0,9,67.800565,67.152185,69.82795934166667,69.34987999166668,18.337444954232012,18.229143148461993
1,0,74.50699,70.184905,76.79247787916667,72.17178935000001,20.3902347801716,17.52407724906281
1,1,69.788285,67.914015,72.12729866041666,69.89073742916666,19.38631838508347,17.94116683527906
1,2,68.91252,70.81066,71.4161859625,72.3315598875,19.004712779795533,17.058136689751763
1,3,69.37075999999999,70.783165,71.59610743125,72.5167302625,19.08832513939698,18.845717311807753
1,4,68.99721,68.14442,71.53877277500001,70.87539275416668,18.608739554117268,19.169926315557177
1,5,68.588085,66.31395,70.7631943875,68.9749384875,18.423171226868163,18.77718917500581
1,6,67.529325,69.27273,70.03732807708333,71.10683529166667,18.522107233297397,17.126332005822842
1,7,67.80523,66.06438499999999,69.95799241041667,68.36205821666667,18.551375918338362,18.14637611962927
1,8,67.3,66.969,69.69246156875,69.15564093333333,18.40787671880197,18.304273245126303
1,9,67.379705,68.64001,69.4842693625,71.33008540416668,18.514291089893057,19.187227098029425
2,0,95.91059,86.628905,97.37214086041666,89.49670625000002,23.060655830999544,17.481898839703522
2,1,87.01554,87.011355,89.09343116875,89.01958365,16.177874559355008,15.806971600618954
2,2,87.050245,87.11227,89.0363104875,89.0355249,15.701603261799045,15.687828616197748
2,3,87.19901,87.185355,89.03818959791667,89.04614100000002,15.684425840972107,15.62963629174342
2,4,87.236275,87.11396500000001,89.0437893875,89.03627225,15.656342701360758,15.683354446573999
2,5,87.168615,87.0986,89.04234672916667,89.02970954999999,15.662108255045938,15.72509979869477
2,6,87.21993,87.22786500000001,89.03493906875,89.04948355,15.69623630373336,15.613213116846381
2,7,87.22689500000001,87.12850499999999,89.04270363541667,89.04095335000001,15.66205635541749,15.656792356531408
2,8,87.28278,87.186635,89.03906475416666,89.04623935,15.67768721316354,15.629140386868983
2,9,87.20179,87.118845,89.04293189999999,89.0384557,15.660138352604088,15.670677756960307
3,0,86.70011,86.295625,89.78932874583333,88.8328454375,16.805456172779476,15.577344716043951
3,1,86.27324,86.28661,88.91087106041667,88.8260479,15.703509966006097,15.577077843444437
3,2,86.378615,85.30526499999999,88.88707955416666,88.77054174999999,15.692020999637084,16.183432109935286
3,3,86.408495,85.09161499999999,88.8894293125,88.78167755,15.688351718437866,16.370867808726835
3,4,86.20661,85.79242500000001,88.86845296458334,88.77343765,15.742923890894966,15.827250393648418
3,5,86.22111,85.78223,88.88039193125,88.77040124999999,15.692807244201608,15.830857851513793
3,6,86.24178,86.123975,88.86496176874999,88.78857880000001,15.682389807140174,15.680300616609605
3,7,86.26617999999999,86.331125,88.86899637291667,88.87863019999999,15.717069144665409,15.322322604237485
3,8,86.26102499999999,86.757295,88.86186114375,88.97814029999999,15.675790640847891,15.078110756651142
3,9,86.22915499999999,86.73407,88.84926830833334,89.02079260000001,15.73621236345333,14.991626852925243
4,0,94.99614,86.4356,96.15294780208333,88.58410565000001,22.024316292852994,16.63365306235
4,1,86.609325,86.74535499999999,88.19165677916668,88.18321759999999,15.514946237333767,14.95792582440952
4,2,86.79606000000001,86.77800500000001,88.17908541458334,88.17393305,14.993337496701882,15.00738889829634
4,3,86.786305,86.814785,88.17719281666668,88.16785285,15.001055577443857,15.045446898894507
4,4,86.75196,86.80349000000001,88.174001,88.17240275,15.015975896496297,15.01643165693621
4,5,86.80042499999999,86.7433,88.17355908958334,88.18090155,15.023648632446738,14.969492856448614
4,6,86.79925,86.744215,88.17502528125,88.18193555,15.011135102428618,14.964281940048833
4,7,86.765765,86.85606999999999,88.18031909166666,88.16412935,14.981641920556973,15.072182411116017
4,8,86.82406,86.746905,88.16828752708334,88.1849574,15.043896899892683,14.949514435898688
4,9,86.78348,86.795315,88.17869502708332,88.17288695,14.994402806430152,15.013531575509447
